target,text,indices,label
taste,"from beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the $t$ sensations .",24,1
japanese tapas,consistently good $t$ .,2,1
fish,"my goodness , everything from the $t$ to the rice to the seaweed was absolutely amazing .",6,1
rice,"my goodness , everything from the fish to the $t$ to the seaweed was absolutely amazing .",9,1
seaweed,"my goodness , everything from the fish to the rice to the $t$ was absolutely amazing .",12,1
dishes,"the $t$ offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",1,1
lamb sausages,"the dishes offered were unique , very tasty and fresh from the $t$ , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",12,1
sardines with biscuits,"the dishes offered were unique , very tasty and fresh from the lamb sausages , $t$ , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",15,1
large whole shrimp,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , $t$ to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",19,1
pistachio ice cream,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing $t$ ( the best and freshest i ' ve ever had ) .",25,1
food,the $t$ is reliable and the price is moderate .,1,1
price,the food is reliable and the $t$ is moderate .,6,0
ambiance,"while the $t$ and atmosphere were great , the food and service could have been a lot better .",2,1
atmosphere,"while the ambiance and $t$ were great , the food and service could have been a lot better .",4,1
food,"while the ambiance and atmosphere were great , the $t$ and service could have been a lot better .",9,-1
service,"while the ambiance and atmosphere were great , the food and $t$ could have been a lot better .",11,-1
server,the $t$ was really cool and served us our food and drinks with a smile .,1,1
served,the server was really cool and $t$ us our food and drinks with a smile .,6,1
food,the server was really cool and served us our $t$ and drinks with a smile .,9,0
drinks,the server was really cool and served us our food and $t$ with a smile .,11,0
food,we were in search of $t$ and stumbled on this block of indian restaurants on east sixth street .,5,0
sushi,"planet thailand has always been a hit with me , i go there usually for the $t$ , which is great , the thai food is excellent too .",16,1
thai food,"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the $t$ is excellent too .",23,1
chef,"very excited to hear that short - term $t$ jason narone has moved on , he truly was a low point of their sterling track record .",8,-1
table,i had to share my $t$ with a loud group of kids and the service was rude an unattentive .,5,-1
service,i had to share my table with a loud group of kids and the $t$ was rude an unattentive .,14,-1
sauce on the pizza,the $t$ is sooo good with garlic and fresh tomatoes and they don ' t skimp .,1,1
garlic,the sauce on the pizza is sooo good with $t$ and fresh tomatoes and they don ' t skimp .,9,1
fresh tomatoes,the sauce on the pizza is sooo good with garlic and $t$ and they don ' t skimp .,11,1
outdoor seating,"we recently decided to try this location , and to our delight , they have $t$ , perfect since i had my yorkie with me .",15,1
mesclun,"my husband had the $t$ , salmon , and ice cream and he enjoyed all 3 courses .",4,1
salmon,"my husband had the mesclun , $t$ , and ice cream and he enjoyed all 3 courses .",6,1
ice cream,"my husband had the mesclun , salmon , and $t$ and he enjoyed all 3 courses .",9,1
courses,"my husband had the mesclun , salmon , and ice cream and he enjoyed all 3 $t$ .",16,1
wait,we were told that the $t$ was about twenty minutes and there would be no problem for our 8 : 00 pm curtain call .,5,0
food,the $t$ is usually good but it certainly isn ' t a relaxing place to go .,1,1
place,the food is usually good but it certainly isn ' t a relaxing $t$ to go .,13,-1
staff,"super friendly and knowledgable $t$ , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",4,1
bistro fare,"super friendly and knowledgable staff , fabulous $t$ and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",7,1
jazz brunch,"super friendly and knowledgable staff , fabulous bistro fare and a wonderful $t$ with great live jazz ( the chilaquiles were awesome !",12,1
live jazz,"super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great $t$ ( the chilaquiles were awesome !",16,1
chilaquiles,"super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the $t$ were awesome !",20,1
prices,the $t$ were fantastic .,1,1
measures of liquers,"still , any quibbles about the bill were off - set by the pour - your - own $t$ which were courtesey of the house . . .",18,1
service,"the table service could have been a little more attentive but as someone who also works in the $t$ industry , i understood they were busy .",18,0
thai food,"it ' s not mind - blowing , but to me , $t$ never is and never will be .",12,0
food,"$t$ was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .",0,1
pork belly,"food was very good as well , considering that we tried the budget selection ( though i wish the $t$ that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .",19,-1
fat,"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that $t$ was more of a melt - in - your - mouth experience ) .",32,-1
food,"i ' ve been to sapphire twice and both times the $t$ was fine , if not good .",11,1
tables,it is kinda nosiy and the $t$ are close together but it ' s still a beautiful place to enjoy a nice dinner .,6,-1
place,it is kinda nosiy and the tables are close together but it ' s still a beautiful $t$ to enjoy a nice dinner .,17,1
dinner,it is kinda nosiy and the tables are close together but it ' s still a beautiful place to enjoy a nice $t$ .,22,1
pizza,i love the fact that the $t$ tastes so good and is so cheap .,6,1
bar,nicky the nose at the $t$ is a treat .,5,0
service,"$t$ was prompt , friendly and great .",0,1
lamb chop,"i haven ' t eat a $t$ as delicious as that , the salads are really nice dressed with lemon and extra virgnin olive oil .",6,1
salads,"i haven ' t eat a lamb chop as delicious as that , the $t$ are really nice dressed with lemon and extra virgnin olive oil .",14,1
lemon,"i haven ' t eat a lamb chop as delicious as that , the salads are really nice dressed with $t$ and extra virgnin olive oil .",20,1
extra virgnin olive oil,"i haven ' t eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and $t$ .",22,1
sushi,the $t$ was awful !,1,-1
meal,you can get an excellent $t$ at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here .,5,1
dishes,you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty $t$ here .,24,1
pastrami sandwich,"the $t$ was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",1,1
pickles,"the pastrami sandwich was like buttah and with $t$ and an icy cold beer to wash it down , it was a pleasurable experience .",8,1
beer,"the pastrami sandwich was like buttah and with pickles and an icy cold $t$ to wash it down , it was a pleasurable experience .",13,1
plain pizza,the $t$ was soggy and the creative wild mushroom ( third generation - fornini ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .,1,-1
wild mushroom,the plain pizza was soggy and the creative $t$ ( third generation - fornini ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .,8,1
pizza,the plain pizza was soggy and the creative wild mushroom ( third generation - fornini ) $t$ we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .,16,1
truffle oil,the plain pizza was soggy and the creative wild mushroom ( third generation - fornini ) pizza we had was drenched with $t$ in the middle ( again making it soggy ) and nothingon the rest .,22,0
